Type,Subtype,Subset,Filter,Genotype,QQ.Field,QQ,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,FP.gt,FP.al,Subset.Size,TRUTH.TOTAL,TRUTH.TOTAL.ti,TRUTH.TOTAL.tv,TRUTH.TOTAL.het,TRUTH.TOTAL.homalt,TRUTH.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,TRUTH.TP,TRUTH.TP.ti,TRUTH.TP.tv,TRUTH.TP.het,TRUTH.TP.homalt,TRUTH.TP.TiTv_ratio,TRUTH.TP.het_hom_ratio,TRUTH.FN,TRUTH.FN.ti,TRUTH.FN.tv,TRUTH.FN.het,TRUTH.FN.homalt,TRUTH.FN.TiTv_ratio,TRUTH.FN.het_hom_ratio,QUERY.TOTAL,QUERY.TOTAL.ti,QUERY.TOTAL.tv,QUERY.TOTAL.het,QUERY.TOTAL.homalt,QUERY.TOTAL.TiTv_ratio,QUERY.TOTAL.het_hom_ratio,QUERY.TP,QUERY.TP.ti,QUERY.TP.tv,QUERY.TP.het,QUERY.TP.homalt,QUERY.TP.TiTv_ratio,QUERY.TP.het_hom_ratio,QUERY.FP,QUERY.FP.ti,QUERY.FP.tv,QUERY.FP.het,QUERY.FP.homalt,QUERY.FP.TiTv_ratio,QUERY.FP.het_hom_ratio,QUERY.UNK,QUERY.UNK.ti,QUERY.UNK.tv,QUERY.UNK.het,QUERY.UNK.homalt,QUERY.UNK.TiTv_ratio,QUERY.UNK.het_hom_ratio,METRIC.Recall.Lower,METRIC.Recall.Upper,METRIC.Precision.Lower,METRIC.Precision.Upper,METRIC.Frac_NA.Lower,METRIC.Frac_NA.Upper
SNP,*,*,PASS,*,QUAL,*,0.95817,0.996673,0.039016,0.977042,1788,2923,0.000000,3659109,2464202.000000,1195682.000000,2221494.000000,1436438.000000,2.06091753493,1.54652967967,3506047,2368440.000000,1138296.000000,2130067.000000,1374935.000000,2.08068902992,1.54921287188,153062,95762.000000,57386.000000,91427.000000,61503.000000,1.66873453456,1.48654537177,3659529,2454662.000000,1205637.000000,2255414.000000,1402950.000000,2.03598761485,1.60762250971,3505049,2368084.000000,1137654.000000,2130889.000000,1373115.000000,2.08155027803,1.55186492027,11701,6740.000000,4981.000000,10606.000000,1063.000000,1.35314193937,9.97742238946,142779,79838.000000,63002.000000,113919.000000,28772.000000,1.26722961176,3.95937022105,0.957964106322,0.958374365103,0.99661218485,0.996732558157,0.0388176540608,0.0392144283349
SNP,*,hgnc_genes,PASS,*,QUAL,*,0.969492,0.996711,0.030528,0.982913,19,24,63625721.000000,50020,35678.000000,14356.000000,30832.000000,19167.000000,2.48523265534,1.60859811134,48494,34701.000000,13806.000000,29853.000000,18623.000000,2.5134724033,1.60301777372,1526,977.000000,550.000000,979.000000,544.000000,1.77636363636,1.79963235294,50183,35721.000000,14476.000000,31277.000000,18886.000000,2.46760154739,1.65609446151,48491,34700.000000,13804.000000,29862.000000,18611.000000,2.51376412634,1.60453495245,160,90.000000,70.000000,149.000000,11.000000,1.28571428571,13.5454545455,1532,931.000000,602.000000,1266.000000,264.000000,1.54651162791,4.79545454545,0.967957788453,0.970972288635,0.996172485366,0.997190974036,0.029050053073,0.0320606303493
SNP,*,hgnc_genes_A1BG,PASS,*,QUAL,*,1.0,1.0,0.0,1.0,0,0,1722.000000,1,1.000000,0.000000,0.000000,1.000000,,0.0,1,1.000000,0.000000,0.000000,1.000000,,0.0,0,0.000000,0.000000,0.000000,0.000000,,,1,1.000000,0.000000,0.000000,1.000000,,0.0,1,1.000000,0.000000,0.000000,1.000000,,0.0,0,0.000000,0.000000,0.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,0.025,1.0,0.025,1.0,0.0,0.975
SNP,*,hgnc_genes_A1CF,PASS,*,QUAL,*,1.0,1.0,0.0,1.0,0,0,9517.000000,9,6.000000,3.000000,3.000000,6.000000,2.0,0.5,9,6.000000,3.000000,3.000000,6.000000,2.0,0.5,0,0.000000,0.000000,0.000000,0.000000,,,9,6.000000,3.000000,3.000000,6.000000,2.0,0.5,9,6.000000,3.000000,3.000000,6.000000,2.0,0.5,0,0.000000,0.000000,0.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,0.66373288312,1.0,0.66373288312,1.0,0.0,0.33626711688
SNP,*,hgnc_genes_A2M,PASS,*,QUAL,*,1.0,1.0,0.0,1.0,0,0,4844.000000,4,3.000000,1.000000,3.000000,1.000000,3.0,3.0,4,3.000000,1.000000,3.000000,1.000000,3.0,3.0,0,0.000000,0.000000,0.000000,0.000000,,,4,3.000000,1.000000,3.000000,1.000000,3.0,3.0,4,3.000000,1.000000,3.000000,1.000000,3.0,3.0,0,0.000000,0.000000,0.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,0.397635364384,1.0,0.397635364384,1.0,0.0,0.602364635616
SNP,*,hgnc_genes_A2ML1,PASS,*,QUAL,*,1.0,1.0,0.0,1.0,0,0,5274.000000,11,10.000000,1.000000,6.000000,5.000000,10.0,1.2,11,10.000000,1.000000,6.000000,5.000000,10.0,1.2,0,0.000000,0.000000,0.000000,0.000000,,,11,10.000000,1.000000,6.000000,5.000000,10.0,1.2,11,10.000000,1.000000,6.000000,5.000000,10.0,1.2,0,0.000000,0.000000,0.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,0.715085847082,1.0,0.715085847082,1.0,0.0,0.284914152918
SNP,*,hgnc_genes_A4GALT,PASS,*,QUAL,*,1.0,1.0,0.0,1.0,0,0,2020.000000,4,3.000000,1.000000,4.000000,0.000000,3.0,,4,3.000000,1.000000,4.000000,0.000000,3.0,,0,0.000000,0.000000,0.000000,0.000000,,,4,3.000000,1.000000,4.000000,0.000000,3.0,,4,3.000000,1.000000,4.000000,0.000000,3.0,,0,0.000000,0.000000,0.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,0.397635364384,1.0,0.397635364384,1.0,0.0,0.602364635616
SNP,*,hgnc_genes_A4GNT,PASS,*,QUAL,*,1.0,1.0,0.0,1.0,0,0,1771.000000,5,3.000000,2.000000,0.000000,5.000000,1.5,0.0,5,3.000000,2.000000,0.000000,5.000000,1.5,0.0,0,0.000000,0.000000,0.000000,0.000000,,,5,3.000000,2.000000,0.000000,5.000000,1.5,0.0,5,3.000000,2.000000,0.000000,5.000000,1.5,0.0,0,0.000000,0.000000,0.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,0.478176249895,1.0,0.478176249895,1.0,0.0,0.521823750105
SNP,*,hgnc_genes_AAAS,PASS,*,QUAL,*,1.0,1.0,0.0,1.0,0,0,1840.000000,2,2.000000,0.000000,0.000000,2.000000,,0.0,2,2.000000,0.000000,0.000000,2.000000,,0.0,0,0.000000,0.000000,0.000000,0.000000,,,2,2.000000,0.000000,0.000000,2.000000,,0.0,2,2.000000,0.000000,0.000000,2.000000,,0.0,0,0.000000,0.000000,0.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,0.158113883008,1.0,0.158113883008,1.0,0.0,0.841886116992
SNP,*,hgnc_genes_AACS,PASS,*,QUAL,*,1.0,1.0,0.0,1.0,0,0,3316.000000,2,2.000000,0.000000,2.000000,0.000000,,,2,2.000000,0.000000,2.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,2,2.000000,0.000000,2.000000,0.000000,,,2,2.000000,0.000000,2.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,0,0.000000,0.000000,0.000000,0.000000,,,0.158113883008,1.0,0.158113883008,1.0,0.0,0.841886116992
